[2023-01-31 12:00:02] | 【INFO】 | <src.case.conftest> | 实例化驱动成功！
[2023-01-31 12:00:38] | 【INFO】 | <src.utils.elementoperator> | 点击"开始提现按钮",元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div/div[1]/div/div/div[2]/div[2]/div')
[2023-01-31 12:00:39] | 【INFO】 | <src.utils.elementoperator> | --选择PayPal提现--
[2023-01-31 12:00:39] | 【INFO】 | <src.utils.elementoperator> | 查找"PayPal提现"元素，元素定位:('xpath', '/html/body/div/main/div/div[2]/div[2]/div[2]/div/div[2]/div/div[1]/div')
[2023-01-31 12:00:39] | 【INFO】 | <src.utils.elementoperator> | 点击"PayPal提现",元素定位:('xpath', '/html/body/div/main/div/div[2]/div[2]/div[2]/div/div[2]/div/div[1]/div')
[2023-01-31 12:00:40] | 【INFO】 | <src.utils.elementoperator> | --判断是否已绑定paypal邮箱--
[2023-01-31 12:00:40] | 【INFO】 | <src.utils.elementoperator> | 查找"判断是否存在Paypal账号"元素集，元素定位:('xpath', '//*[@id="basic"]/div[1]/a')
[2023-01-31 12:01:10] | 【INFO】 | <src.utils.elementoperator> | 未找到"判断是否存在Paypal账号"元素
[2023-01-31 12:01:10] | 【INFO】 | <src.utils.elementoperator> | 查找"输入Paypal账号"元素，元素定位:('xpath', '//*[@id="basic_email"]')
[2023-01-31 12:01:10] | 【INFO】 | <src.utils.elementoperator> | 在"输入Paypal账号"输入"burtontest@test.com",元素定位:('xpath', '//*[@id="basic_email"]')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | --点击PayPal账号确认单选框--
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 查找"确认单选框"元素，元素定位:('xpath', '//*[@id="basic"]/p[2]/input')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 点击"确认单选框",元素定位:('xpath', '//*[@id="basic"]/p[2]/input')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | --点击下一步，进入验证码页面--
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 查找"下一步"元素，元素定位:('xpath', '//*[@id="basic"]/div[2]/div/div/div/div/div/button[2]')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 点击"下一步",元素定位:('xpath', '//*[@id="basic"]/div[2]/div/div/div/div/div/button[2]')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | --点击发送验证码--
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 查找"发送验证码"元素，元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[2]/div/button')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 点击"发送验证码",元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[2]/div/button')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | --点击发送验证码--
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 查找"发送验证码"元素，元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[2]/div/button')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 点击"发送验证码",元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[2]/div/button')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | --输入验证码:1234--
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 查找"输入验证码"元素，元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[2]/div/input')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 在"输入验证码"输入"1234",元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[2]/div/input')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | --点击提现按钮--
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 查找"提现按钮"元素，元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[3]/button[2]')
[2023-01-31 12:01:11] | 【INFO】 | <src.utils.elementoperator> | 点击"提现按钮",元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[3]/button[2]')
[2023-01-31 12:01:12] | 【INFO】 | <src.utils.elementoperator> | 查找"错误验证码提示文案"元素，元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[3]')
[2023-01-31 12:01:12] | 【INFO】 | <src.utils.elementoperator> | 获取"错误验证码提示文案"元素文本内容，元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[3]')
[2023-01-31 12:01:12] | 【INFO】 | <src.utils.elementoperator> | 获取"错误验证码提示文案"元素文本内容为"验证码错误。 请确保输入您收到的最新验证码。",元素定位:('xpath', '//*[@id="__next"]/main/div/div[2]/div[2]/div[2]/div[2]/div/div[3]')
[2023-01-31 12:01:12] | 【INFO】 | <src.utils.elementoperator> | --获取错误验证码文案:验证码错误。 请确保输入您收到的最新验证码。--
[2023-01-31 12:01:12] | 【INFO】 | <src.case.conftest> | 关闭浏览器，测试结束！
